A-scope Number,x_surface_px,y_surface_px,x_bed_px,y_bed_px,x_noisefloor_px,y_noisefloor_px,x_mainbang_px,y_mainbang_px,reference_line_y,reference_line_x,surface_us,surface_dB,bed_us,bed_dB,noisefloor_us,noisefloor_dB,mainbang_us,mainbang_dB,Filename
1,872,401,1587,791,711,1344,283,974,1510,269,9.52,-6.56,20.05,-25.28,7.14,-51.82,0.84,-34.06,40_0007625_0007649-reel_begin_end.tiff
2,3871,386,4579,795,3711,1335,3297,987,1510,269,9.35,-5.84,19.79,-25.47,7.0,-51.39,0.89,-34.69,40_0007625_0007649-reel_begin_end.tiff
3,6902,417,7609,636,6738,1339,6309,968,1510,269,9.52,-7.33,19.93,-17.84,7.1,-51.58,0.78,-33.77,40_0007625_0007649-reel_begin_end.tiff
4,9922,380,10619,628,9772,1338,9344,994,1510,269,9.52,-5.55,19.79,-17.45,7.31,-51.53,1.0,-35.02,40_0007625_0007649-reel_begin_end.tiff
5,12933,460,13615,737,12797,1336,12344,986,1510,269,9.68,-9.39,19.73,-22.69,7.67,-51.44,1.0,-34.64,40_0007625_0007649-reel_begin_end.tiff
6,15949,392,16967,1180,15799,1340,15357,969,1510,269,9.62,-6.13,24.62,-43.95,7.41,-51.63,0.89,-33.82,40_0007625_0007649-reel_begin_end.tiff
7,18980,411,19666,745,18791,1337,18391,987,1510,269,9.72,-7.04,19.83,-23.07,6.94,-51.49,1.04,-34.69,40_0007625_0007649-reel_begin_end.tiff
8,21980,406,22851,1136,21844,1342,21383,971,1510,269,9.57,-6.8,22.41,-41.84,7.57,-51.73,0.78,-33.92,40_0007625_0007649-reel_begin_end.tiff
9,24996,382,25682,834,24832,1339,24393,965,1510,269,9.52,-5.65,19.63,-27.34,7.1,-51.58,0.63,-33.63,40_0007625_0007649-reel_begin_end.tiff
10,28020,373,28813,1178,27855,1337,27423,966,1510,269,9.57,-5.21,21.26,-43.85,7.14,-51.49,0.78,-33.68,40_0007625_0007649-reel_begin_end.tiff
11,31013,446,31695,731,30848,1338,30427,969,1510,269,9.47,-8.72,19.52,-22.4,7.04,-51.53,0.84,-33.82,40_0007625_0007649-reel_begin_end.tiff
12,34043,393,34690,753,33843,1336,33440,966,1510,269,9.62,-6.17,19.15,-23.45,6.67,-51.44,0.73,-33.68,40_0007625_0007649-reel_begin_end.tiff
